Data Medicao,TEMPERATURA MAXIMA. DIARIA(Â°C),TEMPERATURA MEDIA COMPENSADA. DIARIA(Â°C),TEMPERATURA MINIMA. DIARIA(Â°C)
9/22/1992,33.1,25.26,17.2
9/23/1992,33.7,25.02,17.6
9/24/1992,33.7,25.98,17.2
9/25/1992,34.7,26.74,18.00
9/26/1992,30.3,24.42,18.8
9/27/1992,31.7,23.86,17.2
9/28/1992,32.5,24.14,17.2
9/29/1992,33.3,26.02,18.2
9/30/1992,31.1,24.1,18.4
10/1/1992,32.7,25.66,16.6
10/2/1992,33.3,26.58,18.8
10/3/1992,33.5,25.94,18.4
10/4/1992,33.7,25.9,17.6
10/5/1992,34.1,26.38,18.4
10/6/1992,31.5,25.26,19.00
10/7/1992,31.7,24.26,17.2
10/8/1992,32.3,25.46,16.8
10/9/1992,32.7,25.74,18.2
10/10/1992,33.1,25.66,18.00
10/11/1992,32.1,25.42,18.00
10/12/1992,33.9,26.18,17.6
10/13/1992,34.5,27.34,18.8
10/14/1992,31.3,25.82,18.2
10/15/1992,32.7,26.26,18.4
10/16/1992,34.1,27.1,18.2
10/17/1992,33.3,26.5,18.2
10/18/1992,33.9,26.7,19.00
10/19/1992,34.7,27.42,19.00
10/20/1992,34.3,27.5,19.4
10/21/1992,34.5,26.7,19.6
10/22/1992,33.7,26.98,18.8
10/23/1992,31.5,26.42,19.2
10/24/1992,32.9,27.26,19.2
10/25/1992,33.5,27.14,19.4
10/26/1992,33.7,27.26,18.6
10/27/1992,29.00,25.24,18.8
10/28/1992,32.5,25.42,17.4
10/29/1992,33.5,26.3,17.6
10/30/1992,32.8,26.52,19.4
10/31/1992,34.1,27.3,19.2
11/1/1992,33.7,27.34,19.8
11/2/1992,33.7,27.42,19.2
11/3/1992,31.5,25.9,19.4
11/4/1992,31.5,25.22,19.2
11/5/1992,28.8,23.88,18.4
11/6/1992,30.3,25.34,18.6
11/7/1992,30.1,23.78,18.00
11/8/1992,29.5,23.26,16.8
11/9/1992,31.3,24.54,16.6
11/10/1992,33.7,25.86,17.00
11/11/1992,35.5,27.58,18.4
11/12/1992,31.7,26.3,18.8
11/13/1992,32.9,25.82,19.8
11/14/1992,33.5,26.26,17.8
11/15/1992,33.7,26.26,18.00
11/16/1992,30.3,25.06,17.8
11/17/1992,33.3,26.02,17.6
11/18/1992,33.7,26.58,18.4
11/19/1992,32.1,24.66,18.8
11/20/1992,29.3,24.74,18.00
11/21/1992,32.7,24.62,18.4
11/22/1992,33.7,26.34,17.8
11/23/1992,31.3,25.26,18.8
11/24/1992,30.3,23.78,18.00
11/25/1992,30.1,24.38,17.4
11/26/1992,31.3,26.06,19.00
11/27/1992,32.7,25.1,19.4
11/28/1992,31.9,25.9,18.4
11/29/1992,31.7,25.74,18.6
11/30/1992,27.8,23.72,18.2
12/1/1992,24.8,22.44,17.8
12/2/1992,31.1,24.02,17.00
12/3/1992,32.3,24.98,18.00
12/4/1992,27.6,23.6,17.8
12/5/1992,27.8,22.92,16.8
12/6/1992,31.7,24.9,17.6
12/7/1992,30.7,25.26,19.4
12/8/1992,30.1,24.14,18.2
12/9/1992,25.8,22.8,18.00
12/10/1992,29.7,24.18,17.6
12/11/1992,30.5,23.86,17.8
12/12/1992,26.2,21.88,16.6
12/13/1992,31.3,24.06,16.00
12/14/1992,30.5,24.58,17.6
12/15/1992,27.6,23.32,17.2
12/16/1992,31.5,24.66,17.00
12/17/1992,32.7,25.54,18.00
12/18/1992,33.3,24.98,17.8
12/19/1992,31.1,25.54,19.00
12/20/1992,32.1,24.46,18.2
12/21/1992,32.7,25.1,17.6
12/22/1992,32.1,24.38,18.2
12/23/1992,26.6,22.96,18.00
12/24/1992,31.1,23.82,16.8
12/25/1992,33.5,25.26,17.8
12/26/1992,31.7,25.38,18.2
12/27/1992,31.1,25.38,18.6
12/28/1992,30.1,24.98,18.4
12/29/1992,28.2,23.76,17.8
12/30/1992,28.6,24.28,18.2
12/31/1992,29.3,24.62,18.4
1/1/1993,32.3,25.66,18.4
1/2/1993,33.7,26.1,17.8
1/3/1993,32.3,26.02,19.2
1/4/1993,33.7,26.26,18.6
1/5/1993,32.1,25.06,19.00
1/6/1993,27.8,23.2,17.8
1/7/1993,31.5,24.06,17.6
1/8/1993,32.3,24.94,17.6
1/9/1993,32.7,24.78,17.4
1/10/1993,33.3,25.3,17.2
1/11/1993,32.7,25.54,18.00
1/12/1993,31.7,24.06,18.2
1/13/1993,30.7,24.74,18.00
1/14/1993,32.3,25.46,18.4
1/15/1993,28.2,23.32,18.00
1/16/1993,29.5,23.74,17.2
1/17/1993,29.7,24.22,17.00
1/18/1993,30.5,24.62,18.2
1/19/1993,28.8,24.2,17.6
1/20/1993,30.3,24.26,17.6
1/21/1993,32.1,25.14,17.8
1/22/1993,30.9,24.54,17.6
1/23/1993,31.9,25.26,17.4
1/24/1993,32.1,25.3,18.2
1/25/1993,29.9,24.38,17.4
1/26/1993,32.1,24.94,17.4
1/27/1993,31.7,25.66,19.00
1/28/1993,31.9,25.1,17.8
1/29/1993,31.1,24.62,17.6
1/30/1993,30.3,24.98,18.8
1/31/1993,32.3,24.38,16.8
2/1/1993,29.9,24.54,17.00
2/2/1993,31.1,24.82,17.8
2/3/1993,30.9,25.62,18.8
2/4/1993,31.9,25.26,18.8
2/5/1993,29.00,24.16,17.4
2/6/1993,31.9,24.7,16.6
2/7/1993,32.7,25.74,18.6
2/8/1993,32.1,25.02,17.6
2/9/1993,31.1,24.62,17.2
2/10/1993,31.3,24.5,17.4
2/11/1993,28.8,23.56,17.00
2/12/1993,29.3,23.98,17.00
2/13/1993,29.1,24.06,17.6
2/14/1993,26.8,23.08,18.00
2/15/1993,29.00,24.24,18.00
2/16/1993,29.00,24.32,18.2
2/17/1993,29.9,23.7,17.4
2/18/1993,28.6,23.6,17.4
2/19/1993,29.3,23.14,16.8
2/20/1993,31.7,24.62,16.8
2/21/1993,30.9,24.58,17.8
2/22/1993,31.5,24.9,17.8
2/23/1993,29.7,23.78,18.6
2/24/1993,30.1,23.58,16.8
2/25/1993,29.7,24.18,17.4
2/26/1993,30.3,24.5,17.6
2/27/1993,32.7,25.78,18.4
2/28/1993,32.3,25.26,17.8
3/1/1993,29.5,24.1,17.4
3/2/1993,31.1,24.34,17.4
3/3/1993,31.9,24.46,18.2
3/4/1993,31.7,25.06,18.4
3/5/1993,31.9,24.7,17.4
3/6/1993,32.2,25.00,18.00
3/7/1993,32.9,24.82,18.2
3/8/1993,31.9,25.46,18.4
3/9/1993,29.00,24.12,18.2
3/10/1993,32.9,25.18,17.8
3/11/1993,33.1,25.54,17.8
3/12/1993,34.1,25.34,19.2
3/13/1993,33.9,25.86,18.6
3/14/1993,32.7,25.34,18.8
3/15/1993,33.5,26.38,19.4
3/16/1993,32.7,25.18,19.00
3/17/1993,31.5,23.34,16.8
3/18/1993,30.1,23.38,16.8
3/19/1993,30.1,23.62,17.2
3/20/1993,32.1,25.3,17.6
3/21/1993,29.3,23.46,16.6
3/22/1993,29.3,24.26,17.00
3/23/1993,32.7,25.34,18.00
3/24/1993,31.7,25.3,18.2
3/25/1993,32.5,25.14,18.4
3/26/1993,32.7,25.66,18.6
3/27/1993,32.3,24.66,17.8
3/28/1993,31.1,24.54,18.00
3/29/1993,32.7,24.9,18.2
3/30/1993,29.3,24.02,17.2
3/31/1993,32.3,25.1,18.00
4/1/1993,27.8,23.72,17.6
4/2/1993,30.3,24.82,17.6
4/3/1993,32.1,25.3,17.8
4/4/1993,29.7,24.82,18.2
4/5/1993,29.3,24.98,18.8
4/6/1993,31.9,25.26,18.6
4/7/1993,33.1,25.46,18.8
4/8/1993,34.3,25.54,18.00
4/9/1993,31.7,23.7,16.6
4/10/1993,30.3,24.62,17.00
4/11/1993,30.7,24.1,16.8
4/12/1993,30.5,24.66,17.8
4/13/1993,32.1,24.94,17.6
4/14/1993,33.1,25.42,17.4
4/15/1993,33.5,25.7,18.00
4/16/1993,32.7,25.78,19.2
4/17/1993,30.7,23.5,16.8
4/18/1993,31.3,23.74,17.2
4/19/1993,32.5,24.54,17.2
4/20/1993,31.7,24.42,16.6
4/21/1993,32.9,25.26,18.00
4/22/1993,33.1,24.34,16.8
4/23/1993,31.7,24.5,17.8
4/24/1993,32.7,25.1,18.4
4/25/1993,30.7,24.02,17.00
4/26/1993,32.5,25.18,18.00
4/27/1993,31.5,25.22,17.8
4/28/1993,31.3,24.18,18.6
4/29/1993,31.3,24.22,17.6
4/30/1993,31.1,24.54,18.2
5/1/1993,29.00,24.08,18.00
5/2/1993,31.1,24.82,18.2
5/3/1993,31.7,25.1,18.4
5/4/1993,31.7,25.14,19.00
5/5/1993,31.7,25.26,19.2
5/6/1993,31.9,25.3,18.2
5/7/1993,32.5,25.42,18.8
5/8/1993,33.7,25.1,18.00
5/9/1993,33.3,26.14,17.00
5/10/1993,33.1,25.14,17.6
5/11/1993,33.7,26.18,17.8
5/12/1993,32.9,26.34,18.8
5/13/1993,33.3,26.22,18.4
5/14/1993,33.7,26.46,18.2
5/15/1993,32.5,25.86,18.4
5/16/1993,32.1,24.34,16.6
5/17/1993,32.7,24.58,17.00
5/18/1993,31.1,24.54,17.4
5/19/1993,32.9,25.14,17.6
5/20/1993,32.5,25.9,20.00
5/21/1993,32.7,25.5,18.2
5/22/1993,30.9,24.38,18.2
5/23/1993,31.3,24.38,19.00
5/24/1993,30.7,24.78,17.2
5/25/1993,31.7,24.98,16.8
5/26/1993,32.5,25.38,17.2
5/27/1993,32.1,25.46,17.6
5/28/1993,33.1,25.86,17.8
5/29/1993,33.7,25.94,17.4
5/30/1993,33.1,25.82,18.2
5/31/1993,32.9,24.54,18.00
6/1/1993,32.9,25.1,16.8
6/2/1993,32.7,24.06,15.4
6/3/1993,30.9,24.02,16.8
6/4/1993,32.7,24.66,16.6
6/5/1993,32.9,24.58,17.6
6/6/1993,32.9,25.02,17.2
6/7/1993,32.3,25.14,16.4
6/8/1993,32.7,25.34,16.4
6/9/1993,33.3,25.7,16.6
6/10/1993,32.7,24.7,15.8
6/11/1993,32.1,24.98,16.6
6/12/1993,31.9,24.62,16.4
6/13/1993,32.5,24.86,17.2
6/14/1993,32.1,24.78,17.00
6/15/1993,32.5,24.06,15.4
6/16/1993,32.7,24.7,15.6
6/17/1993,31.9,24.42,15.8
6/18/1993,32.3,24.82,16.6
6/19/1993,31.7,23.82,15.00
6/20/1993,32.9,24.7,16.6
6/21/1993,32.1,25.58,17.8
6/22/1993,32.5,25.18,16.6
6/23/1993,32.7,25.7,17.2
6/24/1993,33.7,25.74,16.4
6/25/1993,33.5,25.54,16.2
6/26/1993,32.7,25.22,16.4
6/27/1993,32.5,24.94,15.8
6/28/1993,33.3,25.66,16.8
6/29/1993,32.7,25.38,17.00
6/30/1993,33.5,26.1,17.6
7/1/1993,33.9,25.7,17.00
7/2/1993,33.7,25.58,17.2
7/3/1993,33.1,25.14,17.2
7/4/1993,33.9,25.74,17.6
7/5/1993,33.9,25.9,18.8
7/6/1993,32.7,24.7,17.2
7/7/1993,33.1,25.42,16.4
7/8/1993,32.9,25.38,17.2
7/9/1993,33.9,25.26,16.4
7/10/1993,32.9,25.18,16.6
7/11/1993,33.1,25.02,15.6
7/12/1993,32.1,25.86,17.6
7/13/1993,33.9,25.5,15.6
7/14/1993,31.9,25.14,16.00
7/15/1993,32.5,25.26,16.4
7/16/1993,32.9,25.14,15.6
7/17/1993,32.7,24.5,15.8
7/18/1993,33.7,25.22,16.6
7/19/1993,34.5,25.06,16.00
7/20/1993,33.9,26.06,18.00
7/21/1993,33.7,24.78,16.8
7/22/1993,32.5,24.5,15.2
7/23/1993,32.7,24.7,14.6
7/24/1993,33.9,24.74,15.6
7/25/1993,34.7,24.66,16.00
7/26/1993,35.1,25.66,16.00
7/27/1993,34.7,26.3,17.2
7/28/1993,34.1,24.74,16.4
7/29/1993,34.9,24.62,16.00
7/30/1993,34.5,25.38,16.6
7/31/1993,32.7,23.78,14.6
8/1/1993,32.9,24.5,15.2
8/2/1993,35.1,25.9,15.00
8/3/1993,34.5,26.58,18.4
8/4/1993,33.3,25.62,17.4
8/5/1993,34.7,26.26,17.2
8/6/1993,35.1,26.38,17.4
8/7/1993,33.5,25.78,17.6
8/8/1993,32.7,25.58,17.2
8/9/1993,35.1,26.62,17.2
8/10/1993,35.1,26.38,17.00
8/11/1993,34.3,26.94,18.4
8/12/1993,34.9,25.42,17.6
8/13/1993,34.7,26.1,18.2
8/14/1993,33.7,25.66,17.8
8/15/1993,33.9,26.74,18.2
8/16/1993,33.5,24.66,18.4
8/17/1993,32.1,23.46,17.2
8/18/1993,30.5,23.62,16.6
8/19/1993,33.1,25.18,17.2
8/20/1993,33.7,25.26,17.6
8/21/1993,31.7,23.9,17.8
8/22/1993,34.1,24.82,16.2
8/23/1993,31.9,23.94,16.4
8/24/1993,32.1,24.7,17.00
8/25/1993,33.9,24.62,16.4
8/26/1993,35.1,25.9,17.4
8/27/1993,33.9,26.18,19.00
8/28/1993,33.7,25.9,18.4
8/29/1993,33.9,25.46,18.4
8/30/1993,33.7,26.58,18.6
8/31/1993,34.1,26.22,18.00
9/1/1993,33.5,25.54,17.6
9/2/1993,32.5,25.7,17.4
9/3/1993,34.1,26.02,17.4
9/4/1993,34.3,25.22,18.4
9/5/1993,33.9,24.74,17.2
9/6/1993,32.9,25.14,18.00
9/7/1993,34.1,25.54,17.8
9/8/1993,34.1,26.58,18.00
9/9/1993,30.9,24.38,17.4
9/10/1993,33.1,25.14,16.6
9/11/1993,32.9,24.86,16.00
9/12/1993,34.1,25.82,17.4
9/13/1993,32.7,25.9,18.6
9/14/1993,33.7,25.66,18.00
9/15/1993,34.3,26.18,18.2
9/16/1993,34.5,26.42,17.6
9/17/1993,33.7,26.3,18.2
9/18/1993,34.7,26.9,18.8
9/19/1993,34.5,27.06,19.4
9/20/1993,32.9,25.46,17.2
9/21/1993,34.1,26.18,17.2
9/22/1993,32.9,25.74,17.8
9/23/1993,34.7,26.18,17.4
9/24/1993,34.1,25.66,17.4
9/25/1993,34.9,26.34,19.2
9/26/1993,34.5,25.18,17.6
9/27/1993,34.7,26.18,17.6
9/28/1993,35.1,26.78,17.8
9/29/1993,33.7,25.38,18.00
9/30/1993,30.5,23.78,17.6
10/1/1993,34.3,25.58,16.8
10/2/1993,35.3,26.62,18.00
10/3/1993,35.1,27.14,18.8
10/4/1993,32.7,25.9,18.8
10/5/1993,33.7,24.9,17.8
10/6/1993,34.7,26.06,17.6
10/7/1993,35.1,26.42,18.8
10/8/1993,31.7,24.46,19.00
10/9/1993,31.5,23.58,16.8
10/10/1993,32.7,24.94,17.00
10/11/1993,35.3,26.54,17.4
10/12/1993,33.7,25.5,17.6
10/13/1993,31.3,24.02,17.4
10/14/1993,30.7,23.5,17.2
10/15/1993,31.1,24.02,17.2
10/16/1993,31.7,24.66,18.2
10/17/1993,32.3,24.18,17.4
10/18/1993,33.5,25.62,17.4
10/19/1993,34.7,26.78,18.6
10/20/1993,34.5,26.94,19.2
10/21/1993,33.5,25.26,18.6
10/22/1993,30.3,24.98,18.4
10/23/1993,32.9,25.7,18.00
10/24/1993,32.7,25.22,17.8
10/25/1993,26.00,null,18.6
10/26/1993,null,null,null
10/27/1993,null,null,null
10/28/1993,34.1,null,20.8
10/29/1993,29.9,24.06,17.00
10/30/1993,32.9,24.94,18.00
10/31/1993,33.9,25.34,17.8
11/1/1993,33.9,25.22,15.8
11/2/1993,33.1,25.5,17.8
11/3/1993,32.9,24.98,17.4
11/4/1993,32.9,25.14,17.6
11/5/1993,28.00,23.44,16.4
11/6/1993,32.9,25.02,17.4
11/7/1993,33.1,25.34,18.2
11/8/1993,33.7,25.98,18.8
11/9/1993,33.9,25.22,18.6
11/10/1993,32.5,25.22,18.4
11/11/1993,32.7,25.26,18.4
11/12/1993,32.5,24.82,18.00
11/13/1993,32.3,25.14,17.6
11/14/1993,32.9,25.7,18.2
11/15/1993,34.7,25.66,19.00
11/16/1993,34.5,25.98,18.4
11/17/1993,33.1,25.62,17.4
11/18/1993,33.3,24.86,18.6
11/19/1993,30.7,25.06,17.00
11/20/1993,32.1,25.1,17.8
11/21/1993,32.9,26.02,18.00
11/22/1993,31.3,25.3,18.4
11/23/1993,32.1,24.98,18.6
11/24/1993,32.1,24.98,18.6
11/25/1993,32.7,25.94,17.4
11/26/1993,31.5,26.06,20.00
11/27/1993,31.9,25.66,18.6
11/28/1993,32.9,26.14,20.00
11/29/1993,31.7,24.74,19.4
11/30/1993,29.9,23.78,17.2
12/1/1993,31.5,24.54,16.2
12/2/1993,32.9,25.34,16.2
12/3/1993,29.9,23.94,16.6
12/4/1993,32.7,24.82,16.4
12/5/1993,32.7,25.14,18.4
12/6/1993,31.9,25.34,18.2
12/7/1993,30.7,24.86,17.6
12/8/1993,33.3,26.02,19.00
12/9/1993,32.3,24.66,18.00
12/10/1993,29.8,24.76,18.8
12/11/1993,29.2,24.96,18.4
12/12/1993,31.9,25.62,18.4
12/13/1993,30.9,25.18,18.6
12/14/1993,31.1,24.86,18.2
12/15/1993,31.9,25.22,19.2
12/16/1993,32.7,25.54,19.8
12/17/1993,31.9,25.06,17.8
12/18/1993,32.9,26.22,19.00
12/19/1993,31.9,25.46,18.6
12/20/1993,29.2,23.68,17.00
12/21/1993,30.9,24.9,17.4
12/22/1993,31.9,25.62,18.8
12/23/1993,31.1,24.9,19.8
12/24/1993,31.2,24.00,17.2
12/25/1993,30.9,24.74,17.6
12/26/1993,32.00,25.00,17.6
12/27/1993,28.00,23.76,18.00
12/28/1993,31.7,24.18,16.6
12/29/1993,32.7,25.34,17.6
12/30/1993,32.9,25.74,18.8
12/31/1993,31.1,25.34,19.00
1/1/1994,31.1,24.82,17.8
1/2/1994,32.00,25.2,18.00
1/3/1994,29.7,24.42,16.8
1/4/1994,31.9,24.58,17.2
1/5/1994,29.9,24.98,19.2
1/6/1994,29.00,23.88,17.2
1/7/1994,29.9,24.22,17.2
1/8/1994,31.1,25.02,18.6
1/9/1994,29.9,24.54,18.00
1/10/1994,31.9,24.94,17.6
1/11/1994,29.9,24.22,17.4
1/12/1994,29.00,24.64,17.4
1/13/1994,28.6,24.44,19.2
1/14/1994,29.5,24.3,17.4
1/15/1994,29.3,23.9,17.4
1/16/1994,29.9,24.06,18.00
1/17/1994,29.00,23.96,17.00
1/18/1994,31.9,24.7,17.2
1/19/1994,30.9,24.54,17.8
1/20/1994,31.7,25.34,18.4
1/21/1994,32.3,25.06,18.4
1/22/1994,31.1,24.62,17.8
1/23/1994,31.2,24.4,16.6
1/24/1994,32.5,25.66,19.00
1/25/1994,31.9,25.26,19.00
1/26/1994,29.00,24.76,19.00
1/27/1994,31.9,24.94,18.2
1/28/1994,32.1,24.82,17.6
1/29/1994,29.00,23.96,18.4
1/30/1994,29.7,24.22,17.4
1/31/1994,31.7,24.78,17.4
2/1/1994,30.1,24.34,18.00
2/2/1994,30.7,24.66,18.00
2/3/1994,31.9,24.26,16.4
2/4/1994,32.7,25.42,18.00
2/5/1994,31.9,24.82,18.00
2/6/1994,31.9,24.74,17.8
2/7/1994,32.5,24.98,18.2
2/8/1994,30.3,24.46,18.4
2/9/1994,29.7,23.54,17.2
2/10/1994,31.3,24.74,17.4
2/11/1994,30.7,24.3,17.2
2/12/1994,29.5,23.1,16.6
2/13/1994,31.1,24.78,17.2
2/14/1994,30.7,24.62,16.8
2/15/1994,32.7,25.42,17.4
2/16/1994,33.3,25.94,18.2
2/17/1994,32.7,25.94,18.4
2/18/1994,33.5,25.54,18.6
2/19/1994,31.5,25.3,18.2
2/20/1994,28.6,23.88,17.6
2/21/1994,30.7,24.66,18.2
2/22/1994,30.3,24.46,17.8
2/23/1994,30.1,24.22,17.8
2/24/1994,31.1,24.66,18.2
2/25/1994,29.5,24.02,18.4
2/26/1994,28.8,23.6,17.8
2/27/1994,29.00,23.28,17.4
2/28/1994,30.7,24.26,17.4
3/1/1994,31.9,24.34,18.2
3/2/1994,32.7,25.06,18.00
3/3/1994,31.5,25.14,19.2
3/4/1994,29.00,24.04,18.6
3/5/1994,30.5,23.58,17.4
3/6/1994,29.00,23.48,17.4
3/7/1994,29.7,23.78,17.4
3/8/1994,31.7,25.18,17.6
3/9/1994,28.2,23.4,18.2
3/10/1994,29.00,23.6,16.8
3/11/1994,30.7,24.06,17.2
3/12/1994,32.5,25.26,18.00
3/13/1994,32.7,25.18,18.2
3/14/1994,32.1,24.58,17.4
3/15/1994,30.5,24.66,17.8
3/16/1994,31.7,25.34,18.2
3/17/1994,31.7,25.1,17.4
3/18/1994,30.9,24.54,17.6
3/19/1994,31.5,25.14,17.4
3/20/1994,28.8,24.6,18.4
3/21/1994,32.1,24.46,17.8
3/22/1994,30.5,24.86,18.4
3/23/1994,29.7,24.3,18.8
3/24/1994,29.9,24.5,17.2
3/25/1994,32.1,24.78,17.00
3/26/1994,29.7,24.06,18.4
3/27/1994,31.7,24.98,17.2
3/28/1994,31.1,24.38,17.2
3/29/1994,28.8,23.68,17.00
3/30/1994,28.4,23.76,17.2
3/31/1994,32.1,25.1,17.4
4/1/1994,31.3,24.74,18.2
4/2/1994,29.5,24.7,18.2
4/3/1994,31.1,25.3,18.6
4/4/1994,31.1,25.14,18.00
4/5/1994,28.6,24.12,18.00
4/6/1994,31.9,24.18,16.2
4/7/1994,32.3,25.14,18.4
4/8/1994,29.00,24.56,18.6
4/9/1994,29.7,24.74,17.6
4/10/1994,31.1,25.06,18.6
4/11/1994,31.3,24.78,17.8
4/12/1994,31.9,25.18,18.00
4/13/1994,31.1,25.14,18.8
4/14/1994,31.7,23.58,16.8
4/15/1994,29.9,23.78,17.4
4/16/1994,32.3,24.46,17.4
4/17/1994,32.7,25.38,17.8
4/18/1994,32.5,24.54,18.00
4/19/1994,32.1,25.18,18.2
4/20/1994,28.8,23.72,17.4
4/21/1994,29.00,24.04,17.8
4/22/1994,32.9,25.1,19.2
4/23/1994,33.9,26.1,18.8
4/24/1994,33.7,26.34,19.4
4/25/1994,33.3,25.9,18.2
4/26/1994,33.1,25.66,18.2
4/27/1994,32.7,25.22,18.4
4/28/1994,32.3,25.26,18.6
4/29/1994,31.3,24.74,18.8
4/30/1994,32.3,25.34,18.2
5/1/1994,31.5,24.94,17.8
5/2/1994,30.7,23.98,17.4
5/3/1994,31.9,24.94,17.6
5/4/1994,32.7,24.78,18.2
5/5/1994,32.9,24.9,18.6
5/6/1994,31.3,25.42,19.00
5/7/1994,31.9,24.98,17.4
5/8/1994,32.7,25.26,18.2
5/9/1994,32.5,25.1,17.00
5/10/1994,31.7,24.58,18.2
5/11/1994,31.3,24.66,17.8
5/12/1994,31.3,24.26,17.2
5/13/1994,32.7,25.78,18.2
5/14/1994,33.1,25.46,17.8
5/15/1994,32.7,25.66,18.2
5/16/1994,29.9,24.54,18.6
5/17/1994,31.5,24.9,17.4
5/18/1994,32.3,25.78,18.00
5/19/1994,32.1,25.7,18.8
5/20/1994,32.3,25.54,18.00
5/21/1994,32.5,25.54,18.4
5/22/1994,32.7,25.98,18.8
5/23/1994,32.7,25.82,19.00
5/24/1994,32.7,25.06,17.8
5/25/1994,32.9,25.02,17.8
5/26/1994,32.9,25.74,18.2
5/27/1994,31.9,24.42,17.4
5/28/1994,32.7,25.34,18.2
5/29/1994,32.5,24.58,17.2
5/30/1994,31.9,24.38,16.8
5/31/1994,31.7,24.82,17.8
6/1/1994,32.7,25.54,18.00
6/2/1994,33.3,25.58,17.2
6/3/1994,33.1,25.14,16.8
6/4/1994,32.5,24.86,17.00
6/5/1994,32.3,24.86,17.8
6/6/1994,31.1,23.94,17.4
6/7/1994,31.7,24.82,17.6
6/8/1994,31.5,24.86,19.00
6/9/1994,31.7,23.86,16.8
6/10/1994,31.9,24.42,16.8
6/11/1994,32.5,25.14,16.6
6/12/1994,32.7,25.3,16.8
6/13/1994,32.5,25.22,15.8
6/14/1994,33.1,25.34,16.4
6/15/1994,32.3,25.02,17.8
6/16/1994,32.5,25.06,17.4
6/17/1994,32.7,25.06,16.8
6/18/1994,33.3,25.26,16.6
6/19/1994,32.7,25.34,17.4
6/20/1994,31.5,24.34,17.2
6/21/1994,31.7,25.5,18.4
6/22/1994,32.9,24.1,17.00
6/23/1994,30.1,23.94,16.6
6/24/1994,32.7,25.06,18.4
6/25/1994,32.1,24.22,17.8
6/26/1994,27.8,23.12,16.6
6/27/1994,33.9,24.26,16.4
6/28/1994,29.5,23.74,17.4
6/29/1994,30.7,23.58,17.4
6/30/1994,30.5,23.74,16.2
7/1/1994,31.1,24.34,16.6
7/2/1994,31.5,24.78,16.4
7/3/1994,31.7,24.82,16.00
7/4/1994,31.5,24.7,16.2
7/5/1994,32.1,25.1,16.4
7/6/1994,32.5,24.94,15.8
7/7/1994,31.7,24.3,15.2
7/8/1994,32.3,24.66,15.6
7/9/1994,31.7,24.14,15.2
7/10/1994,31.5,23.86,14.8
7/11/1994,31.7,23.78,14.4
7/12/1994,31.7,24.3,15.00
7/13/1994,32.1,24.54,15.4
7/14/1994,32.7,24.86,15.4
7/15/1994,32.5,24.3,15.00
7/16/1994,32.7,24.58,14.8
7/17/1994,33.1,25.22,15.8
7/18/1994,32.9,24.78,15.8
7/19/1994,33.3,25.22,16.2
7/20/1994,33.3,25.22,15.6
7/21/1994,32.9,24.78,15.8
7/22/1994,33.1,25.26,16.8
7/23/1994,33.3,24.58,15.2
7/24/1994,32.7,24.74,15.00
7/25/1994,33.9,25.62,16.2
7/26/1994,34.1,25.3,16.4
7/27/1994,33.9,25.58,16.4
7/28/1994,33.7,24.7,15.2
7/29/1994,32.7,24.82,15.00
7/30/1994,33.1,24.9,16.00
7/31/1994,33.5,23.82,14.2
8/1/1994,33.9,23.42,12.4
8/2/1994,33.9,24.22,13.8
8/3/1994,33.7,24.26,14.00
8/4/1994,32.7,23.94,13.6
8/5/1994,33.9,25.14,15.4
8/6/1994,34.3,25.7,14.8
8/7/1994,33.9,25.14,15.2
8/8/1994,31.7,24.46,17.2
8/9/1994,32.1,25.06,17.00
8/10/1994,34.1,25.7,18.00
8/11/1994,33.9,24.98,16.00
8/12/1994,34.7,25.62,17.00
8/13/1994,34.5,25.62,17.00
8/14/1994,34.3,25.9,17.2
8/15/1994,32.7,24.22,15.4
8/16/1994,32.5,24.06,15.8
8/17/1994,33.1,24.26,15.00
8/18/1994,32.9,24.34,15.6
8/19/1994,34.7,24.86,15.00
8/20/1994,34.1,25.42,15.6
8/21/1994,34.5,25.66,16.00
8/22/1994,34.7,25.34,14.8
8/23/1994,34.1,25.66,16.2
8/24/1994,34.7,26.82,18.6
8/25/1994,33.5,25.9,18.00
8/26/1994,34.1,25.54,18.4
8/27/1994,34.5,25.74,17.8
8/28/1994,33.7,26.02,18.00
8/29/1994,34.5,25.26,18.2
8/30/1994,32.3,24.7,17.4
8/31/1994,34.1,26.26,17.8
9/1/1994,34.7,26.9,18.4
9/2/1994,34.1,25.06,18.6
9/3/1994,33.5,24.74,17.4
9/4/1994,34.5,25.18,17.4
9/5/1994,33.7,24.94,17.2
9/6/1994,33.5,26.7,17.6
9/7/1994,33.3,24.9,18.4
9/8/1994,32.9,24.74,17.4
9/9/1994,33.1,25.3,17.00
9/10/1994,33.7,26.02,16.8
9/11/1994,33.9,25.58,18.2
9/12/1994,34.3,26.34,17.8
9/13/1994,34.3,26.5,18.00
9/14/1994,34.5,26.78,18.4
9/15/1994,34.7,27.02,18.4
9/16/1994,33.7,26.02,18.00
9/17/1994,34.1,25.5,17.6
9/18/1994,34.7,26.66,17.8
9/19/1994,34.7,27.26,18.8
9/20/1994,33.3,25.74,17.4
9/21/1994,33.1,25.7,18.00
9/22/1994,34.9,26.02,18.2
9/23/1994,32.9,25.42,17.00
